web-scraper-order,web-scraper-start-url,clickTitoli,clickTitoli-href,Title,Rate,Date,Description,Image-src
"1575477037-149","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Good Boys","https://www.imdb.com/title/tt7343762/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_52","Good Boys (2019)","6.7","16 August 2019 (USA)","Invited to his first kissing party, 12-year-old Max asks his best friends Lucas and Thor for some much-needed help on how to pucker up. When they hit a dead end, Max decides to use his father's drone to spy on the teenage girls next door. When the boys lose the drone, they skip school and hatch a plan to retrieve it before Max's dad can figure out what happened.","https://m.media-amazon.com/images/M/MV5BMTc1NjIzODAxMF5BMl5BanBnXkFtZTgwMTgzNzk1NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476998-131","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Harry Potter and the Sorcerer's Stone","https://www.imdb.com/title/tt0241527/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_70","Harry Potter and the Sorcerer's Stone (2001)","7.6","16 November 2001 (USA)","This is the tale of Harry Potter (Daniel Radcliffe), an ordinary eleven-year-old boy serving as a sort of slave for his aunt and uncle who learns that he is actually a wizard and has been invited to attend the Hogwarts School for Witchcraft and Wizardry. Harry is snatched away from his mundane existence by Rubeus Hagrid (Robbie Coltrane), the groundskeeper for Hogwarts, and quickly thrown into a world completely foreign to both him and the viewer. Famous for an incident that happened at his birth, Harry makes friends easily at his new school. He soon finds, however, that the wizarding world is far more dangerous for him than he would have imagined, and he quickly learns that not all wizards are ones to be trusted.","https://m.media-amazon.com/images/M/MV5BNjQ3NWNlNmQtMTE5ZS00MDdmLTlkZjUtZTBlM2UxMGFiMTU3XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477018-140","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","The Godfather","https://www.imdb.com/title/tt0068646/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_61","The Godfather (1972)","9.2","24 March 1972 (USA)","The Godfather ""Don"" Vito Corleone is the head of the Corleone mafia family in New York. He is at the event of his daughter's wedding. Michael, Vito's youngest son and a decorated WW II Marine is also present at the wedding. Michael seems to be uninterested in being a part of the family business. Vito is a powerful man, and is kind to all those who give him respect but is ruthless against those who do not. But when a powerful and treacherous rival wants to sell drugs and needs the Don's influence for the same, Vito refuses to do it. What follows is a clash between Vito's fading old values and the new ways which may cause Michael to do the thing he was most reluctant in doing and wage a mob war against all the other mafia families which could tear the Corleone family apart.","https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY268_CR3,0,182,268_AL_.jpg"
"1575477026-144","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","The Courier","https://www.imdb.com/title/tt9207616/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_57","The Courier (2019)","4.4","22 November 2019 (USA)","A courier in London discovers that one of the packages she's transporting is a bomb.","https://m.media-amazon.com/images/M/MV5BZGZjYTY4MzMtOTc1ZC00NWM2LTkxMzEtOTA2MTc5YmZhYzhlXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477011-137","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Brittany Runs a Marathon","https://www.imdb.com/title/tt7671064/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_64","Brittany Runs a Marathon (2019)","6.8","15 November 2019 (Italy)","Hilarious, outgoing and always up for a good time, New Yorker Brittany Forgleris everybody's best friend -- except maybe her own. At 27, her hard-partying ways, chronic underemployment and toxic relationships are catching up with her, but when she stops by a new doctor's office to try to score some Adderall, she gets slapped with a prescription she never wanted: Get healthy. Too broke for a gym and too proud to ask for help, Brit is at a loss, until her seemingly together neighbor Catherine pushes her to lace up her Converse sneakers and run one sweaty block. The next day, she runs two. And soon, after finishing her first mile, she sets an almost unthinkable goal: running in the New York City Marathon.","https://m.media-amazon.com/images/M/MV5BNDRlNTJmNGEtNWM0YS00OWI3LWFkNjUtMzg5MTJjODcyZGU3XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476949-108","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Uncut Gems","https://www.imdb.com/title/tt5727208/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_93","Uncut Gems (2019)","8.1","25 December 2019 (USA)","From acclaimed filmmakers Josh and Benny Safdie comes an electrifying crime thriller about Howard Ratner (Adam Sandler), a charismatic New York City jeweler always on the lookout for the next big score. When he makes a series of high-stakes bets that could lead to the windfall of a lifetime, Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides, in his relentless pursuit of the ultimate win.","https://m.media-amazon.com/images/M/MV5BZDhkMjUyYjItYWVkYi00YTM5LWE4MGEtY2FlMjA3OThlYmZhXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477135-192","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Ready or Not","https://www.imdb.com/title/tt7798634/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_9","Ready or Not (2019)","6.9","21 August 2019 (USA)","READY OR NOT follows a young bride (Samara Weaving) as she joins her new husband's (Mark O'Brien) rich, eccentric family (Adam Brody, Henry Czerny, Andie MacDowell) in a time-honored tradition that turns into a lethal game with everyone fighting for their survival.","https://m.media-amazon.com/images/M/MV5BYzBkMzAyMDUtZTFkZS00OWUyLTgwM2ItNGI3MTQ5NzA3NTVkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477075-166","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Home Alone","https://www.imdb.com/title/tt0099785/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_35","Home Alone (1990)","7.6","16 November 1990 (USA)","It is Christmas time and the McCallister family is preparing for a vacation in Paris, France. But the youngest in the family named Kevin got into a scuffle with his older brother Buzz and was sent to his room which is on the third floor of his house. Then, the next morning, while the rest of the family was in a rush to make it to the airport on time, they completely forgot about Kevin who now has the house all to himself. Being home alone was fun for Kevin, having a pizza all to himself, jumping on his parents' bed, and making a mess. Then, Kevin discovers about two burglars, Harry and Marv, about to rob his house on Christmas Eve. Kevin acts quickly by wiring his own house with makeshift booby traps to stop the burglars and to bring them to justice.","https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477055-157","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Marriage Story","https://www.imdb.com/title/tt7653254/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_44","Marriage Story (2019)","8.5","6 December 2019 (USA)","MARRIAGE STORY is Academy Award nominated filmmaker Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together. The film stars Scarlett Johansson and Adam Driver. Laura Dern, Alan Alda, and Ray Liotta co-star.","https://m.media-amazon.com/images/M/MV5BZGVmY2RjNDgtMTc3Yy00YmY0LTgwODItYzBjNWJhNTRlYjdkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476966-116","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Sonic the Hedgehog","https://www.imdb.com/title/tt3794354/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_85","Sonic the Hedgehog (2020)","null","14 February 2020 (USA)","A cop in the rural town of Green Hills will help Sonic escape from the government who is looking to capture him.","https://m.media-amazon.com/images/M/MV5BNDc1ZTlmOWUtNDY2YS00OGU5LTg2MTYtYTk2MmQzMGE2NzUwXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477131-190","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","A Beautiful Day in the Neighborhood","https://www.imdb.com/title/tt3224458/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_11","A Beautiful Day in the Neighborhood (2019)","7.9","22 November 2019 (USA)","Two-time Oscar®-winner Tom Hanks portrays Mister Rogers in A Beautiful Day in the Neighborhood, a timely story of kindness triumphing over cynicism, based on the true story of a real-life friendship between Fred Rogers and journalist Tom Junod. After a jaded magazine writer (Emmy winner Matthew Rhys) is assigned a profile of Fred Rogers, he overcomes his skepticism, learning about empathy, kindness, and decency from America's most beloved neighbor.","https://m.media-amazon.com/images/M/MV5BYTc1OWFmZDYtNDkzMy00ZjM2LTkxZDItM2E3ZTg3NTE1ZWE2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477066-162","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Antebellum","https://www.imdb.com/title/tt10065694/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_39","Antebellum (2020)","null","24 April 2020 (USA)","Successful author Veronica finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.","https://m.media-amazon.com/images/M/MV5BYmI1MWE2OTctY2UxMS00OWNjLTk5ZmUtOWUyZjM3OGE5ZWY4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477070-164","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Little Women","https://www.imdb.com/title/tt3281548/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_37","Little Women (2019)","null","25 December 2019 (USA)","Four sisters come of age in America in the aftermath of the Civil War.","https://m.media-amazon.com/images/M/MV5BY2QzYTQyYzItMzAwYi00YjZlLThjNTUtNzMyMDdkYzJiNWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477149-198","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Knives Out","https://www.imdb.com/title/tt8946378/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_3","Knives Out (2019)","8.1","27 November 2019 (USA)","When renowned crime novelist Harlan Thrombey (Christopher Plummer) is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc (Daniel Craig) is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.","https://m.media-amazon.com/images/M/MV5BMGUwZjliMTAtNzAxZi00MWNiLWE2NzgtZGUxMGQxZjhhNDRiXkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476968-117","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","The Shining","https://www.imdb.com/title/tt0081505/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_84","The Shining (1980)","8.4","13 June 1980 (USA)","Signing a contract, Jack Torrance, a normal writer and former teacher agrees to take care of a hotel which has a long, violent past that puts everyone in the hotel in a nervous situation. While Jack slowly gets more violent and angry of his life, his son, Danny, tries to use a special talent, the ""Shining"", to inform the people outside about whatever that is going on in the hotel.","https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476947-107","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Rogue One: A Star Wars Story","https://www.imdb.com/title/tt3748528/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_94","Rogue One: A Star Wars Story (2016)","7.8","16 December 2016 (USA)","All looks lost for the Rebellion against the Empire as they learn of the existence of a new super weapon, the Death Star. Once a possible weakness in its construction is uncovered, the Rebel Alliance must set out on a desperate mission to steal the plans for the Death Star. The future of the entire galaxy now rests upon its success.","https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476961-114","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","The Laundromat","https://www.imdb.com/title/tt5865326/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_87","The Laundromat (2019)","6.3","27 September 2019 (USA)","When her idyllic vacation takes an unthinkable turn, Ellen Martin (Meryl Streep) begins investigating a fake insurance policy, only to find herself down a rabbit hole of questionable dealings that can be linked to a Panama City law firm and its vested interest in helping the world's wealthiest citizens amass larger fortunes. Founding partners Jürgen Mossack (Gary Oldman) and Ramón Fonseca (Antonio Banderas) are experts in the seductive ways shell companies and offshore accounts help the rich and powerful prosper. They are about to show us that Ellen's predicament only hints at the tax evasion, bribery and other illicit absurdities that the super wealthy indulge in to support the world's corrupt financial system. Zipping through a kaleidoscope of detours in China, Mexico, Africa (via Los Angeles) and the Caribbean en route to 2016's Panama Papers publication - where journalists leaked the secret, encrypted documents of Mossack Fonseca's high-profile patrons - THE LAUNDROMAT's ensemble ...","https://m.media-amazon.com/images/M/MV5BNDhiZTA1MzItMWNmZC00YWZlLWI5NTYtYzI5MzMxNGJkZDcxXkEyXkFqcGdeQXVyNTE4NTE0NjU@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477064-161","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","No Time to Die","https://www.imdb.com/title/tt2382320/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_40","No Time to Die (2020)","null","8 April 2020 (USA)","Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.","https://m.media-amazon.com/images/M/MV5BZWI1ZmJkMTItMzYyOC00YjRlLTkxNjktMjhiOGQzNDgxYmI2XkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477151-199","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Frozen II","https://www.imdb.com/title/tt4520988/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_2","Frozen II (2019)","7.3","22 November 2019 (USA)","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.","https://m.media-amazon.com/images/M/MV5BMjA0YjYyZGMtN2U0Ni00YmY4LWJkZTItYTMyMjY3NGYyMTJkXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476937-103","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Planes, Trains & Automobiles","https://www.imdb.com/title/tt0093748/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_98","Planes, Trains & Automobiles (1987)","7.6","25 November 1987 (USA)","All that Neal Page wants to do is to get home for Thanksgiving. His flight has been cancelled due to bad weather, so he decides on other means of transport. As well as bad luck, Neal is blessed with the presence of Del Griffith, shower curtain ring salesman and all-around blabbermouth who is never short of advice, conversation, bad jokes, or company. And when he decides that he is going the same direction as Neal....","https://m.media-amazon.com/images/M/MV5BM2I1ZWNkYjEtYWY3ZS00MmMwLWI5OTEtNWNkZjNiYjIwNzY0XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477129-189","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Klaus","https://www.imdb.com/title/tt4729430/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_12","Klaus (2019)","8.4","15 November 2019 (USA)","When Jesper (Jason Schwartzman) distinguishes himself as the postal academy's worst student, he is stationed on a frozen island above the Arctic Circle, where the feuding locals hardly exchange words let alone letters. Jesper is about to give up when he finds an ally in local teacher Alva (Rashida Jones), and discovers Klaus (Oscar® winner J.K. Simmons), a mysterious carpenter who lives alone in a cabin full of handmade toys. These unlikely friendships return laughter to Smeerensburg, forging a new legacy of generous neighbors, magical lore and stockings hung by the chimney with care. An animated Christmas comedy directed by Despicable Me co-creator Sergio Pablos, KLAUS co-stars Rashida Jones, Jason Schwartzman and JK Simmons.","https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476941-105","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Solo: A Star Wars Story","https://www.imdb.com/title/tt3778644/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_96","Solo: A Star Wars Story (2018)","6.9","25 May 2018 (USA)","With the emerging demand of hyperfuel and other resources, Han Solo finds himself in the middle of a heist alongside other criminals, where they meet the likes of Chewbacca and Lando Calrissian in an adventurous situation exposing the criminal underworld.","https://m.media-amazon.com/images/M/MV5BOTM2NTI3NTc3Nl5BMl5BanBnXkFtZTgwNzM1OTQyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477089-171","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Terminator: Dark Fate","https://www.imdb.com/title/tt6450804/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_30","Terminator: Dark Fate (2019)","6.5","1 November 2019 (USA)","More than 2 decades have passed since Sarah Connor prevented Judgment Day,, and changed the future, and rewrote the fate of the human race. Now, desperate to continue to milk this, and be PC, Dani Ramos - who lives south of the US is the target of a highly advanced and deadly new Terminator (the 'Rev-9') travels back through time to hunt and kill her. Dani's survival depends on her joining forces with 2 warrior 'womyn'; Grace (geddit?) an enhanced super-soldier from the future, and a battle-hardened Sarah Connor. As the new terminator destroys everything and everyone in its path, the 3 are led to a T-800 from Sarah's past-and it may just be be their last best hope. The franchise, that is.","https://m.media-amazon.com/images/M/MV5BNzhlYjE5MjMtZDJmYy00MGZmLTgwN2MtZGM0NTk2ZTczNmU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477106-178","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","The King","https://www.imdb.com/title/tt7984766/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_23","The King (2019)","7.3","1 November 2019 (USA)","Hal (Timothée Chalamet), wayward prince and reluctant heir to the English throne, has turned his back on royal life and is living among the people. But when his tyrannical father dies, Hal is crowned King Henry V and is forced to embrace the life he had previously tried to escape. Now the young king must navigate the palace politics, chaos and war his father left behind, and the emotional strings of his past life - including his relationship with his closest friend and mentor, the aging alcoholic knight, John Falstaff (Joel Edgerton).","https://m.media-amazon.com/images/M/MV5BMWZkNzNlMzMtMjM5ZS00MWYzLWFmMmUtMjE1ODM3NjBlODA5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477121-185","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Last Christmas","https://www.imdb.com/title/tt8623904/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_16","Last Christmas (2019)","6.6","8 November 2019 (USA)","Kate is a young woman subscribed to bad decisions. Working as an elf in a year round Christmas store is not good for the wannabe singer. However, she meets Tom there. Her life takes a new turn. For Kate, it seems too good to be true.","https://m.media-amazon.com/images/M/MV5BNTQ4ZmY0NjgtYzVhNy00NzhiLTk3YTYtNzM1MTdjM2VhZDA3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477039-150","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Midsommar","https://www.imdb.com/title/tt8772262/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_51","Midsommar (2019)","7.2","3 July 2019 (USA)","Dani (Florence Pugh) and Christian (Jack Reynor) are a young American couple with a relationship on the brink of falling apart. But after a family tragedy keeps them together, a grieving Dani invites herself to join Christian and his friends on a trip to a once-in-a-lifetime midsummer festival in a remote Swedish village. What begins as a carefree summer holiday in a land of eternal sunlight takes a sinister turn when the insular villagers invite their guests to partake in festivities that render the pastoral paradise increasingly unnerving and viscerally disturbing.","https://m.media-amazon.com/images/M/MV5BMzQxNzQzOTQwM15BMl5BanBnXkFtZTgwMDQ2NTcwODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477013-138","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Black Widow","https://www.imdb.com/title/tt3480822/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_63","Black Widow (2020)","null","1 May 2020 (USA)","At birth the Black Widow (aka Natasha Romanova) is given to the KGB, which grooms her to become its ultimate operative. When the U.S.S.R. breaks up, the government tries to kill her as the action moves to present-day New York, where she is a freelance operative. The standalone film will find Romanoff living in the United States 15 years after the fall of the Soviet Union.","https://m.media-amazon.com/images/M/MV5BNmFjNTA4MDAtMDM3ZS00NjFmLTg3YzQtM2ZkMzI0OTNmODcyXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
